stopid;stopname;stopsite;latitude;longitude;syscode;system;muni
960002;Nakusp Transit Systam;Nakusp Transit System;50.247612;-117.800329;WKT;West Kootenay Transit System;Central Kootenay K
960003;Nelson Transit System;Nelson Transit System;49.490949;-117.30449;WKT;West Kootenay Transit System;Nelson
960005;Trail Transit System;Trail Transit System;49.087899;-117.632051;WKT;West Kootenay Transit System;Trail
560141;Giffin;;49.763013;-117.465884;WKT;West Kootenay Transit System;Slocan
560142;Giffin;;49.763015;-117.46567;WKT;West Kootenay Transit System;Slocan
560143;Slocan;;49.762986;-117.465825;WKT;West Kootenay Transit System;Slocan
160439;Lower 6 Mile Rd at 2800 Block (EB);EB_Lower 6_Mile Rd_AT_2800 Block;49.575267;-117.221399;WKT;West Kootenay Transit System;Central Kootenay F
160438;Lower 6 Mile Rd at 2700 Block (EB);EB_Lower 6_Mile_AT_2700 Block;49.572424;-117.225458;WKT;West Kootenay Transit System;Central Kootenay F
160440;Lower 6 Mile Rd at 2900 Block (EB);EB_Lower 6_Mile_AT_2900 Block;49.577287;-117.220227;WKT;West Kootenay Transit System;Central Kootenay F
160441;Hwy 3A at 3200 Block (EB);EB_Hwy 3A_AT_3200 Block;49.58584;-117.203786;WKT;West Kootenay Transit System;Central Kootenay F
160525;Hwy 6 at Pedro Creek (NB);NB_Hwy 6_NS_Pedro Creek;49.591443;-117.589747;WKT;West Kootenay Transit System;Central Kootenay H
160526;Hwy 6 at Paradise Valley Rd (NB);NB_Hwy 6_NS_Paradise Valley Rd;49.610577;-117.563497;WKT;West Kootenay Transit System;Central Kootenay H
160527;Hwy 6 at Cedar Creek (NB);NB_Hwy 6_NS_Cedar Creek;49.613277;-117.559827;WKT;West Kootenay Transit System;Central Kootenay H
160528;Hwy 6 at Katasonoff (NB);NB_Hwy 6_NS_Katasonoff;49.619024;-117.55127;WKT;West Kootenay Transit System;Central Kootenay H
160524;Passmore Upper Rd at Passmore Old Rd (EB);EB_Passmore_Upper Rd_FS_Passmore Old Rd;49.541301;-117.65037;WKT;West Kootenay Transit System;Central Kootenay H
160529;Hwy 6 at Lancaster (NB);NB_Hwy 6_FS_Lancaster;49.623931;-117.546702;WKT;West Kootenay Transit System;Central Kootenay H
160530;Hwy 6 at Graham Rd (NB);NB_Hwy 6_NS_Graham Rd;49.663607;-117.507703;WKT;West Kootenay Transit System;Central Kootenay H
160531;Hwy 6 at Gustafson Rd (NB);NB_Hwy 6_NS_Gustafson Rd;49.667848;-117.504298;WKT;West Kootenay Transit System;Central Kootenay H
160532;Hwy 6 at St Thomas (NB);NB_Hwy 6_NS_St Thomas;49.678652;-117.495533;WKT;West Kootenay Transit System;Central Kootenay H
160533;Hwy 6 at Lemon Creek (NB);NB_Hwy 6_NS_Lemon Creek;49.700057;-117.480608;WKT;West Kootenay Transit System;Central Kootenay H
160534;Hwy 6 at 8000 Block (NB);NB_Hwy 6_AT_8000 Block;49.712635;-117.469286;WKT;West Kootenay Transit System;Central Kootenay H
160535;Hwy 6 at 8100 BlockL (NB);NB_Hwy 6_AT_8100 Block;49.718001;-117.466054;WKT;West Kootenay Transit System;Central Kootenay H
160536;Hwy 6 at 8300 Block (NB);NB_hwy 6_AT_8300 Block;49.729226;-117.463377;WKT;West Kootenay Transit System;Central Kootenay H
160537;Hwy 6 at Martens Rd (NB);NB_Hwy 6_NS_Martens Rd;49.750727;-117.466115;WKT;West Kootenay Transit System;Central Kootenay H
160538;Slocan South Rd at Gravel Pit Rd (NB);NB_Slocan_South Rd_FS_Gravel Pit Rd;49.754426;-117.467835;WKT;West Kootenay Transit System;Central Kootenay H
160539;Slocan South Rd at Arlington (NB);NB_Slocan_South Rd_FS_Arlington;49.761189;-117.467246;WKT;West Kootenay Transit System;Slocan
160540;Slocan South Rd at Gravel Pit Rd (SB);SB_Slocan_South Rd_NS_Gravel Pit Rd;49.75443;-117.468091;WKT;West Kootenay Transit System;Central Kootenay H
160541;Slocan South Rd at Hwy 6 (SB);SB_Slocan South Rd_AT_Hwy 6;49.751034;-117.466633;WKT;West Kootenay Transit System;Central Kootenay H
160542;Hwy 6 at Copeland Rd (SB);SB_Hwy 6_NS_Copeland Rd;49.74468;-117.465244;WKT;West Kootenay Transit System;Central Kootenay H
160543;Hwy 6 at 8300 Block (SB);SB_Hwy 6_AT_8300 Block;49.729026;-117.463736;WKT;West Kootenay Transit System;Central Kootenay H
160544;Hwy 6 at 8000 Block (SB);SB_Hwy 6_AT_8000 Block;49.713249;-117.469147;WKT;West Kootenay Transit System;Central Kootenay H
160545;Hwy 6 at Kennedy (SB);SB_Hwy 6_FS_Kennedy Rd;49.699908;-117.481053;WKT;West Kootenay Transit System;Central Kootenay H
560140;Teck;WB_Teck Access;49.106822;-117.726997;WKT;West Kootenay Transit System;Trail
560162;10th Ave (EB);;49.0791;-117.591907;WKT;West Kootenay Transit System;Montrose
560008;Granite at Blewett (WB);;49.492749;-117.369232;WKT;West Kootenay Transit System;Central Kootenay E
560009;Blewett at Bedford (WB);;49.477403;-117.40012;WKT;West Kootenay Transit System;Central Kootenay E
560010;Blewett at Turner;;49.467969;-117.441382;WKT;West Kootenay Transit System;Central Kootenay E
560011;49 Creek Rd at Marello (EB);EB_49 Creek Rd_FS_Marello;49.465358;-117.456734;WKT;West Kootenay Transit System;Central Kootenay E
560012;Blewett at Turner (EB);;49.467835;-117.441368;WKT;West Kootenay Transit System;Central Kootenay E
560013;Blewett at Bedford (EB);;49.477395;-117.39967;WKT;West Kootenay Transit System;Central Kootenay E
560014;Granite at Blewett (EB);;49.492616;-117.369283;WKT;West Kootenay Transit System;Central Kootenay E
560015;Perrier Rd **Flag Stop** (SB);;49.469499;-117.287474;WKT;West Kootenay Transit System;Central Kootenay E
560016;Hwy 6 at Storbo Rd (NB);;49.503613;-117.599689;WKT;West Kootenay Transit System;Central Kootenay H
560017;Hwy 6 at Storbo Rd (SB);;49.503568;-117.599889;WKT;West Kootenay Transit System;Central Kootenay H
560088;Hwy 31 at Shutty Beach (SB);;49.960711;-116.906245;WKT;West Kootenay Transit System;Central Kootenay D
560030;Hwy 6 at Paradise Valley Rd (NB);;49.611482;-117.562151;WKT;West Kootenay Transit System;Central Kootenay H
560034;Perrys Back Rd at Appledale West Rd (SB);;49.646442;-117.544023;WKT;West Kootenay Transit System;Central Kootenay H
560035;Perrys Back Rd at Hwy 6 (EB);;49.664584;-117.508367;WKT;West Kootenay Transit System;Central Kootenay H
560032;Hwy 6 at Lemon Creek Rd (NB);;49.700793;-117.480076;WKT;West Kootenay Transit System;Central Kootenay H
560033;Hwy 6 at Lemon Creek Rd (SB);;49.700804;-117.480345;WKT;West Kootenay Transit System;Central Kootenay H
160611;Victoria at Kootenay Drop off Only (EB);EB_Victoria_FS_Kootenay_Drop off Only;49.49031;-117.295593;WKT;West Kootenay Transit System;Nelson
560082;Lakeside at McDonald (SB);;49.494833;-117.297809;WKT;West Kootenay Transit System;Nelson
160512;Slocan Ave at Hwy 6 (WB);WB_Slocan Ave_FS_Hwy 6;49.990513;-117.372528;WKT;West Kootenay Transit System;New Denver
160510;Harold St at Fitz (NB);NB_Harold St_FS_Fitz;49.764223;-117.469611;WKT;West Kootenay Transit System;Slocan
160509;Harold St at Ward (NB);NB_Harold St_NS_Ward;49.766945;-117.469551;WKT;West Kootenay Transit System;Slocan
160442;Hwy 3A at 3400 Block (EB);EB_Hwy 3A_AT_3400 Block;49.589607;-117.198194;WKT;West Kootenay Transit System;Central Kootenay F
160443;Hwy 3A Nearside Dvorjetz (EB);EB_Hwy 3A_NS_Dvorjetz;49.602367;-117.170424;WKT;West Kootenay Transit System;Central Kootenay F
160444;Hwy 3A nearside Crescent Bay (EB);EB_Hwy 3A_NS_Crescent Bay Rd;49.60497;-117.162596;WKT;West Kootenay Transit System;Central Kootenay F
160445;Hwy 3A at 4300 Block (EB);EB_Hwy 3A_AT_4300 Block;49.608029;-117.155155;WKT;West Kootenay Transit System;Central Kootenay F
160446;Hwy 3A at Kokanee Creek Prov Park (EB);EB_Hwy 3A_AT_Kokanee Creek Prov Park;49.606259;-117.121372;WKT;West Kootenay Transit System;Central Kootenay E
160447;Hwy 3A at 5700 Block (EB);EB_Hwy 3A_AT_5700 Block;49.613398;-117.077812;WKT;West Kootenay Transit System;Central Kootenay E
160448;Hwy 3A at Bryan (EB);EB_Hwy 3A_FS_Bryan ;49.614433;-117.048734;WKT;West Kootenay Transit System;Central Kootenay E
160449;Hwy 3A at 6700 Block (EB);EB_Hwy 3A_AT_6700 Block;49.617944;-117.016377;WKT;West Kootenay Transit System;Central Kootenay E
160450;Hwy 3A at 7500 Block (WB);WB_Hwy 3A_AT_5700 Block;49.622655;-116.97887;WKT;West Kootenay Transit System;Central Kootenay E
160455;Hwy 3A at Longbeach (WB);WB_Hwy 3A_NS_Longbeach;49.613666;-117.060541;WKT;West Kootenay Transit System;Central Kootenay E
160456;Hwy 3A at 5700 Block (WB);WB_Hwy 3A_AT_5700 Block;49.613512;-117.077392;WKT;West Kootenay Transit System;Central Kootenay E
160457;Hwy 3A at 5100 Block (WB);WB_Hwy 3A_AT_5100 Block;49.612257;-117.109536;WKT;West Kootenay Transit System;Central Kootenay E
160458;Hwy 3A at Robertson (WB);WB_Hwy 3A_NS_Robertson;49.604713;-117.132054;WKT;West Kootenay Transit System;Central Kootenay F
160459;Hwy 3A at Sundance (WB);WB_Hwy 3A_AT_Sundance;49.607155;-117.158752;WKT;West Kootenay Transit System;Central Kootenay F
160460;Hwy 3A at Lower 6 Mile (WB);WB_Hwy 3A_AT_Lower 6 Mile;49.58;-117.217947;WKT;West Kootenay Transit System;Central Kootenay F
160461;Lower 6 Mile at Barnes (WB);WB_Lower 6_Mile_FS_Barnes;49.575088;-117.221852;WKT;West Kootenay Transit System;Central Kootenay F
160462;Hwy 3A/6 at 1600 Block (WB);WB_Hwy 3A/6_AT_1600 Block;49.48821;-117.328777;WKT;West Kootenay Transit System;Central Kootenay E
160464;Hwy 3A/6 at Granite (WB);WB_Hwy 3A/6_FS_Granite;49.494883;-117.375958;WKT;West Kootenay Transit System;Central Kootenay E
160465;Hwy 3A/6 at Boylen (WB);WB_Hwy 3A/6_AT_Boylen;49.490305;-117.414718;WKT;West Kootenay Transit System;Central Kootenay F
160466;Hwy 3A/6 at S Slocan Village (WB);WB_Hwy 3A/6_AT_S Slocan Village;49.463197;-117.497531;WKT;West Kootenay Transit System;Central Kootenay F
160467;Hwy 3A/6 at Sentinal (WB);WB_Hwy 3A/6_FS_Sentinal;49.446728;-117.534797;WKT;West Kootenay Transit System;Central Kootenay H
160469;Hwy 3A at Fir (SB);SB_Hwy 3A_AT_Fir;49.43749;-117.53571;WKT;West Kootenay Transit System;Central Kootenay I
160470;Hwy 3A at Kelly (SB);SB_Hwy 3A_FS_Kelly;49.425554;-117.53002;WKT;West Kootenay Transit System;Central Kootenay I
160471;Hwy 3A at Alexis (SB);SB_Hwy 3A_FS_Alexis;49.421463;-117.530732;WKT;West Kootenay Transit System;Central Kootenay I
960006;KLW Transit System;KLW Transit System;49.460358;-117.282208;WKT;West Kootenay Transit System;Central Kootenay E
160516;Nelson at Kokanee (SB);SB_Nelson_NS_Kokanee;49.506966;-117.27909;WKT;West Kootenay Transit System;Nelson
560000;Columbia at 4th (NB);NB_Columbia_NS_4th St;49.325407;-117.6659;WKT;West Kootenay Transit System;Castlegar
560003;Pass Creek  2300 block (WB);WB_2300 block_Pass Creek;49.435061;-117.602501;WKT;West Kootenay Transit System;Central Kootenay H
560004;Highway 3  1800 block (SB);SB_1800 block_Hwy 3;49.373649;-117.562391;WKT;West Kootenay Transit System;Central Kootenay I
